emp_no,first_name,last_name,birth_date,current_title,first_hire_date,to_date
476361,Doohun,Preusig,1/9/65,Technique Leader,4/13/85,1/1/99
477350,Terresa,Vigier,1/1/65,Staff,7/8/98,1/1/99
477578,Marit,Paludetto,1/23/65,Senior Engineer,9/30/90,1/1/99
477969,Bluma,Mundy,1/18/65,Senior Engineer,10/18/91,1/1/99
478007,Fumino,Narahara,1/6/65,Senior Engineer,9/21/91,1/1/99
478170,Doowon,Schoegge,1/22/65,Engineer,5/29/94,1/1/99
478218,Djenana,Erol,1/2/65,Engineer,1/31/99,1/1/99
478439,Yuichiro,Bale,1/15/65,Technique Leader,11/4/97,1/1/99
478768,Arun,Katzenelson,1/3/65,Senior Engineer,10/28/91,1/1/99
478799,Shaw,Borovoy,1/18/65,Senior Staff,5/11/91,1/1/99
478833,Pradeep,Valiente,1/30/65,Senior Engineer,9/19/92,1/1/99
478858,Hidekazu,Perna,1/20/65,Staff,11/8/99,1/1/99
479024,Ewing,Kalorkoti,1/3/65,Engineer,12/21/96,1/1/99
479407,Randi,Tomescu,1/18/65,Senior Engineer,11/25/86,1/1/99
479601,Kayoko,Bahi,1/19/65,Staff,2/19/97,1/1/99
479695,Masamitsu,Murrill,1/6/65,Senior Staff,6/27/96,1/1/99
480035,Sukumar,Georg,1/26/65,Senior Staff,3/27/90,1/1/99
480066,Suebskul,Menhardt,1/31/65,Senior Engineer,7/26/94,1/1/99
480178,Uinam,Rahier,1/3/65,Senior Staff,2/10/91,1/1/99
480268,Gaurav,Cheshire,1/18/65,Technique Leader,3/30/89,1/1/99
480407,Deniz,Bennis,1/1/65,Senior Engineer,6/24/89,1/1/99
481050,Weiru,Burnard,1/16/65,Senior Staff,10/15/90,1/1/99
481213,Shigehiro,Haldar,1/8/65,Senior Staff,12/14/91,1/1/99
481397,Luisa,Chelton,1/31/65,Assistant Engineer,8/13/98,1/1/99
481764,Teiji,Marrakchi,1/27/65,Senior Engineer,8/26/86,1/1/99
481790,Haldun,Erie,1/22/65,Senior Engineer,9/12/96,1/1/99
482335,Kwangyoen,Peck,1/26/65,Engineer,1/16/94,1/1/99
482354,Jayson,Zockler,1/23/65,Staff,11/6/99,1/1/99
482755,Jouni,Conia,1/3/65,Senior Staff,10/31/94,1/1/99
482885,Shaunak,Brizzi,1/29/65,Senior Engineer,9/2/88,1/1/99
482905,Aral,Hebden,1/16/65,Senior Staff,9/10/91,1/1/99
482944,Duke,Journel,1/26/65,Senior Staff,10/26/91,1/1/99
483401,Rosita,Pokrovskii,1/10/65,Senior Staff,8/3/96,1/1/99
483675,Hausi,Kamber,1/22/65,Senior Engineer,2/16/88,1/1/99
483825,Marek,Mitchem,1/22/65,Senior Engineer,11/20/92,1/1/99
483838,Sham,Kavanagh,1/3/65,Assistant Engineer,12/18/97,1/1/99
483978,Dung,Tanemo,1/24/65,Senior Staff,1/28/90,1/1/99
484126,Manton,Lueh,1/5/65,Senior Staff,4/7/89,1/1/99
484142,Perry,Cooman,1/5/65,Senior Staff,4/23/87,1/1/99
484498,Herbert,Hammerschmidt,1/26/65,Senior Engineer,8/22/96,1/1/99
484756,Phule,Ruemmler,1/16/65,Senior Engineer,8/9/90,1/1/99
485253,Gladys,Parhami,1/14/65,Senior Staff,7/20/96,1/1/99
485489,Keiichiro,Armand,1/1/65,Senior Engineer,12/14/86,1/1/99
485577,Rafael,Menhoudj,1/30/65,Senior Engineer,4/27/97,1/1/99
485579,Munehiro,Iwayama,1/18/65,Senior Engineer,12/16/86,1/1/99
485799,Yoshimitsu,Litvinov,1/27/65,Senior Staff,11/22/97,1/1/99
485817,Mahmut,Bolotov,1/29/65,Engineer,1/10/95,1/1/99
486068,Yefim,Bernardeschi,1/11/65,Senior Staff,6/26/96,1/1/99
486808,Geoffrey,Siochi,1/5/65,Senior Engineer,12/27/98,1/1/99
486918,Yagil,Remmers,1/18/65,Senior Staff,11/1/94,1/1/99
486956,Matt,Ruemmler,1/1/65,Engineer,10/14/93,1/1/99
486958,Tonny,Kropf,1/6/65,Senior Engineer,7/30/86,1/1/99
487008,Zhigen,Raney,1/22/65,Senior Staff,5/26/93,1/1/99
487505,Uno,Jayawardene,1/20/65,Senior Staff,11/2/87,1/1/99
487988,Ekawit,Schaft,1/5/65,Senior Staff,5/20/90,1/1/99
488095,Francoise,Hegner,1/24/65,Senior Staff,12/23/97,1/1/99
488142,Denis,Narlikar,1/5/65,Senior Staff,7/1/91,1/1/99
488482,Kensyu,Tsunoo,1/30/65,Engineer,12/5/99,1/1/99
488540,Breannda,Maquelin,1/22/65,Senior Staff,4/12/96,1/1/99
488619,Georgy,Bennis,1/25/65,Engineer,4/11/98,1/1/99
488693,Jiong,Zultner,1/27/65,Senior Engineer,3/10/93,1/1/99
488707,Mihalis,Remmers,1/16/65,Senior Staff,3/1/90,1/1/99
488752,Nimmagadda,Baja,1/23/65,Senior Staff,2/9/94,1/1/99
488788,Wuxu,Garigliano,1/12/65,Senior Staff,9/21/90,1/1/99
488984,Kendra,Junet,1/18/65,Senior Staff,2/28/86,1/1/99
489755,Matk,Chorvat,1/14/65,Senior Staff,12/30/94,1/1/99
489756,Kersti,Miculan,1/1/65,Senior Staff,6/9/92,1/1/99
489928,Satoru,Janetzko,1/28/65,Assistant Engineer,7/26/97,1/1/99
490551,Lalit,Lindqvist,1/1/65,Engineer,11/7/98,1/1/99
490557,Luise,Vigier,1/27/65,Senior Engineer,7/1/94,1/1/99
490568,Zita,Reistad,1/1/65,Senior Engineer,7/23/98,1/1/99
490720,Younwoo,Samarati,1/19/65,Senior Engineer,8/19/96,1/1/99
491079,Kwangsub,Keirsey,1/6/65,Senior Engineer,2/4/92,1/1/99
491162,Panayotis,Hempstead,1/14/65,Senior Engineer,8/29/94,1/1/99
491478,Gill,Varman,1/16/65,Senior Staff,6/18/88,1/1/99
491596,Charmane,Pargas,1/21/65,Senior Engineer,7/29/88,1/1/99
491632,Gadiel,Perly,1/1/65,Senior Staff,10/20/86,1/1/99
492000,Valeska,Cools,1/10/65,Senior Staff,12/16/93,1/1/99
492052,Udo,Ratnakar,1/11/65,Staff,11/30/99,1/1/99
492217,Heekeun,Verhaegen,1/16/65,Senior Engineer,9/28/91,1/1/99
492639,Sanjoy,Porenta,1/30/65,Engineer,7/10/97,1/1/99
492677,Goetz,McAffer,1/26/65,Senior Engineer,2/5/88,1/1/99
493031,Hironoby,Jakobus,1/23/65,Senior Staff,7/30/91,1/1/99
493048,Muzhong,Berztiss,1/31/65,Senior Staff,1/23/95,1/1/99
493096,Sachem,Msuda,1/31/65,Engineer,4/7/95,1/1/99
493744,Leni,Kropatsch,1/14/65,Senior Engineer,7/17/97,1/1/99
494019,Morrie,Iisaku,1/16/65,Senior Staff,5/6/91,1/1/99
494088,Phule,Dahlbom,1/10/65,Senior Engineer,2/6/89,1/1/99
494493,Masasuke,Koprowski,1/10/65,Staff,11/20/96,1/1/99
494995,Yongmao,Pouyioutas,1/4/65,Senior Staff,8/24/89,1/1/99
496100,Pranjal,Reinhard,1/7/65,Staff,5/8/95,1/1/99
496970,Giordano,Maquelin,1/3/65,Senior Engineer,12/31/99,1/1/99
496978,Danco,Debuse,1/30/65,Senior Staff,9/10/93,1/1/99
497007,Oldrich,Adachi,1/23/65,Senior Engineer,4/3/97,1/1/99
497174,Sanjiv,Bressoud,1/2/65,Senior Engineer,4/27/93,1/1/99
497340,Fayez,Keohane,1/6/65,Senior Staff,9/19/90,1/1/99
497391,Paris,Lieblein,1/30/65,Engineer,5/19/99,1/1/99
497835,Shuho,Laurillard,1/29/65,Technique Leader,10/6/99,1/1/99
498185,Caolyn,Marciano,1/19/65,Senior Engineer,6/6/99,1/1/99
498337,Naraig,Docker,1/30/65,Staff,5/17/97,1/1/99
498456,Geraldo,Gerteisen,1/17/65,Senior Staff,6/5/87,1/1/99
498635,Florian,Pezzoli,1/9/65,Senior Staff,7/22/88,1/1/99
498838,Sanjay,Ciolek,1/16/65,Senior Staff,12/13/89,1/1/99
498845,Arumugam,Pelc,1/9/65,Senior Engineer,11/13/99,1/1/99
498955,Nechama,Kandlur,1/13/65,Senior Engineer,1/16/95,1/1/99
499194,Padma,Delgrange,1/29/65,Senior Staff,1/2/98,1/1/99
499260,Danae,Honglei,1/11/65,Engineer,9/14/98,1/1/99
499495,Baoqiu,Kakkar,1/14/65,Engineer,8/30/99,1/1/99
